url,length,entropy,percent_num,num_special,bao_chi,chinh_tri,co_bac,khieu_dam,tpmt,con_lai,label
txjxgspm com,8,2.75,0,0,0,0,0,0,0,1,1
realty com,6,2.585,0,0,0,0,0,0,0,1,0
vcth edu,4,2,0,0,0,0,0,0,1,0,0
tapchiquyco com,11,3.278,0,0,1,0,0,0,0,0,1
vnmp3 vip,5,2.322,20,0,0,0,0,0,0,1,1
baokiemtoan,11,3.096,0,0,1,0,0,0,0,0,0
ss2251128 com,9,2.197,77.778,0,0,0,0,0,0,1,1
lixi88blog com,10,2.722,20,0,0,0,0,0,0,1,1
dienlanhtrongtin,16,3.25,0,0,1,0,0,0,0,0,0
tj77 net,4,1.5,50,0,0,0,0,0,0,1,1
steam-nltros ru,12,3.252,0,1,0,0,0,0,0,1,1
ruttienthetindungtannoi com,23,3.133,0,0,1,0,0,0,0,0,1
tree com,4,1.5,0,0,0,0,0,0,0,1,0
tinnhadat365 com,12,3.085,25,0,1,0,0,0,0,0,0
soicau188 top,9,2.948,33.333,0,0,0,1,0,0,0,1
credit24,8,3,25,0,0,0,0,0,1,0,1
grabpoints org,10,3.322,0,0,0,0,0,0,0,1,1
vn-tesla com,8,3,0,1,0,0,0,0,0,1,1
letanggiai01 com,12,3.085,16.667,0,0,0,0,0,1,0,1
fuerdiefrau at,11,2.732,0,0,0,0,0,0,0,1,1
daklak edu,6,1.918,0,0,0,0,0,0,0,1,0
tranghethong123 com,15,3.374,20,0,0,0,0,0,1,0,1
yahoo-mash,10,2.722,0,1,0,0,0,0,0,1,0
dnbcredit,9,2.948,0,0,0,0,0,0,1,0,0
vietnamaidfund vip,14,3.236,0,0,0,0,0,0,0,1,1
vaytienonline247 click,16,3.453,18.75,0,1,0,0,0,0,0,1
baoxuanskin com,11,3.096,0,0,1,0,0,0,0,0,0
thongtinhungthinh com,17,2.631,0,0,1,0,0,0,0,0,0
vn-vcb top,6,2.252,0,1,0,0,0,0,1,0,1
thongtinthanhtoan,17,2.631,0,0,1,0,0,0,0,0,0
femarelle,9,2.419,0,0,0,0,0,0,0,1,0
ccttbvtvdaklak gov,14,2.896,0,0,1,0,0,0,0,0,0
playv8 com,6,2.585,16.667,0,0,0,0,0,0,1,1
credit24,8,3,25,0,0,0,0,0,1,0,1
mocgom,6,1.918,0,0,0,0,0,0,1,0,0
bitono pro,6,2.252,0,0,0,0,0,0,0,1,1
baotinplastic com,13,3.239,0,0,1,0,0,0,0,0,0
tinhtam,7,2.522,0,0,1,0,0,0,0,0,0
cskhdienmayxanhvn com,17,3.572,0,0,0,0,0,0,1,0,1
vietnamplus,11,3.459,0,0,0,0,0,0,0,1,0
nhatviet,8,2.75,0,0,0,0,0,0,0,1,0
kingking79 com,10,2.522,20,0,0,0,0,0,0,1,1
x8vn win,4,2,25,0,0,0,0,0,0,1,1
etinco com,6,2.585,0,0,1,0,0,0,0,0,0
tinhtong,8,2.5,0,0,1,0,0,0,0,0,0
billbaoutdoors com,14,3.182,0,0,1,0,0,0,0,0,0
sukien-latquaff com,15,3.507,0,1,0,0,0,0,0,1,1
mpos-quetthetructuyen com,21,3.559,0,1,0,0,0,0,0,1,1
ttclt org,5,1.371,0,0,0,0,0,0,0,1,1
vgmarketing net,11,3.278,0,0,1,0,0,0,0,0,1
w88online,9,2.725,22.222,0,1,0,0,0,0,0,1
luckstar88 store,10,3.122,20,0,0,0,0,0,0,1,1
bingloweb com,9,2.948,0,0,0,0,0,0,0,1,1
otothanhbinh,12,2.689,0,0,0,0,0,0,0,1,0
oiujhbcd com,8,3,0,0,0,0,0,0,0,1,1
nsotaixiu com,9,2.948,0,0,0,0,1,0,0,0,1
shopgamelq com,10,3.322,0,0,0,0,1,0,0,0,1
otoasean com,8,2.5,0,0,0,0,0,0,1,0,1
hotro-vn com,8,2.75,0,1,0,0,0,0,0,1,1
vistar com,6,2.585,0,0,0,0,0,0,0,1,0
doicardre com,9,2.725,0,0,0,0,0,0,0,1,1
tiengiang edu,9,2.503,0,0,0,0,0,0,1,0,0
parallels,9,2.419,0,0,0,0,0,0,0,1,0
43524er com,7,2.522,71.429,0,0,0,0,0,0,1,1
damynghecaocap com,14,3.325,0,0,0,0,0,0,0,1,0
sancointop net,10,2.922,0,0,0,0,0,0,0,1,1
b771960 com,7,2.522,85.714,0,0,0,0,0,0,1,1
daihocsaigon edu,12,3.085,0,0,0,0,0,0,1,0,1
trinhconghoan online,13,3.027,0,0,0,1,0,0,0,0,0
datcotainha24h,14,3.182,14.286,0,1,0,0,0,0,0,0
stgvip com,6,2.585,0,0,0,0,0,0,0,1,1
shopccv pro,7,2.522,0,0,0,0,0,0,0,1,1
mcredit1 com,8,3,12.5,0,0,0,0,0,1,0,1
vacqpack,8,2.5,0,0,0,0,0,0,0,1,0
kerryvietnam com,12,3.252,0,0,0,0,0,0,0,1,1
vaynhanhbidv online,12,2.918,0,0,0,0,0,0,0,1,1
thuoctay com,8,2.75,0,0,0,0,0,0,0,1,1
dichvubaovequan7 com,16,3.625,6.25,0,1,0,0,0,0,0,0
vevay,5,1.922,0,0,0,0,0,0,0,1,1
biopsafe,8,3,0,0,0,0,0,0,0,1,0
vuonbachthao,12,3.085,0,0,0,0,0,0,1,0,0
baoholaodongvinhxuyen com,21,3.594,0,0,1,0,0,0,0,0,0
forexviet com,9,2.948,0,0,0,0,0,0,1,0,0
sukientrian2021 ga,15,3.507,26.667,0,0,0,0,0,1,0,1
sd8786 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
24124b com,6,1.918,83.333,0,0,0,0,0,0,1,1
vn-sc top,5,2.322,0,1,0,0,0,0,0,1,1
modgame org,7,2.522,0,0,0,0,1,0,0,0,1
ptt edu,3,0.918,0,0,0,0,0,0,0,1,0
novaluxury com,10,3.122,0,0,0,0,0,0,0,1,0
dbndnamgiang gov,12,2.689,0,0,0,0,0,0,1,0,0
asg6666 com,7,1.664,57.143,0,0,0,0,0,0,1,1
tinhyeucuame net,12,3.252,0,0,1,0,0,0,0,0,0
accesstrade88 com,13,2.931,15.385,0,0,0,0,0,0,1,1
coinnow,7,2.236,0,0,0,0,0,0,0,1,1
xetais com,6,2.585,0,0,0,0,0,0,0,1,1
tx1s co,4,2,25,0,0,0,0,0,0,1,1
ninhbinh gov,8,1.906,0,0,0,0,0,0,0,1,0
uitvideo xyz,8,2.75,0,0,0,0,0,0,1,0,1
sunland24h com,10,3.122,20,0,1,0,0,0,0,0,0
vip-loan666 com,11,3.027,27.273,1,0,0,0,0,0,1,1
gamingcircle net,12,3.085,0,0,0,0,0,0,1,0,1
448080 com,6,1.585,100,0,0,0,0,0,0,1,1
omaika,6,2.252,0,0,0,0,0,0,0,1,0
mkg165909 com,9,2.948,66.667,0,0,0,0,0,0,1,1
hi1222 com,6,1.792,66.667,0,0,0,0,0,0,1,1
hempel,6,2.252,0,0,0,0,0,0,1,0,0
rainbowbooks,12,3.022,0,0,0,0,0,0,1,0,0
diendandulich org,13,3.027,0,0,0,0,0,0,1,0,1
bkyhyoltd com,9,2.948,0,0,0,0,0,0,0,1,1
napthelq com,8,3,0,0,0,0,0,0,0,1,1
dthu edu,4,2,0,0,0,0,0,0,0,1,0
chungkhoanplus com,14,3.379,0,0,0,0,0,0,0,1,1
vcbiglebink com,11,3.096,0,0,0,0,0,0,1,0,1
money88 mobi,7,2.522,28.571,0,0,0,0,0,0,1,1
easycredit-vn com,13,3.547,0,1,0,0,0,0,1,0,1
b2mn com,4,2,25,0,0,0,0,0,0,1,1
raidenbo cc,8,3,0,0,0,0,0,0,1,0,1
mitsubishi-haiphong3s,21,3.559,4.762,1,0,0,0,0,1,0,0
aximdaily,9,2.725,0,0,1,0,0,0,0,0,1
skk-gbr de,7,2.522,0,1,0,0,0,0,0,1,1
chanle66 club,8,2.75,25,0,0,0,0,0,1,0,1
tse2771 com,7,2.522,57.143,0,0,0,0,0,1,0,1
moonlive cc,8,2.75,0,0,0,0,0,0,0,1,1
smbnv com,5,2.322,0,0,0,0,0,0,0,1,1
cungmua com,7,2.522,0,0,0,0,0,0,1,0,0
phatnguoi24h,12,3.418,16.667,0,1,0,0,0,0,0,0
s88611 com,6,1.918,83.333,0,0,0,0,0,0,1,1
baovevistar,11,3.096,0,0,1,0,0,0,0,0,0
vnaf567 com,7,2.807,42.857,0,0,0,0,0,0,1,1
keh48 com,5,2.322,40,0,0,0,0,0,0,1,1
kinhmatvietnhat com,15,3.057,0,0,0,0,0,0,0,1,0
vn-dienmayxanh com,14,3.325,0,1,0,0,0,0,1,0,1
investtik com,9,2.725,0,0,0,0,0,0,0,1,1
shopkingoff com,11,3.096,0,0,0,0,0,0,0,1,1
suckhoesinhlynam com,16,3.625,0,0,0,0,0,0,1,0,1
mds68 me,5,2.322,40,0,0,0,0,0,0,1,1
n2l565 cyou,6,2.252,66.667,0,0,0,0,0,0,1,1
comchaygiatruyen net,16,3.625,0,0,0,0,0,0,1,0,1
ww567 live,5,1.922,60,0,0,0,0,0,0,1,1
tokke de,5,1.922,0,0,0,0,0,0,0,1,1
trustpilot,10,2.846,0,0,0,0,0,0,0,1,0
baovemekong com,11,3.096,0,0,1,0,0,0,0,0,0
shopeekx top,8,2.75,0,0,0,0,0,0,1,0,1
sentrang,8,2.75,0,0,0,0,0,0,1,0,0
amind vip,5,2.322,0,0,0,0,0,0,1,0,1
baokhangtelecom,15,3.507,0,0,1,0,0,0,0,0,0
doithieunien,12,2.855,0,0,0,0,0,0,1,0,1
lisaqlotte com,10,2.922,0,0,0,0,0,0,0,1,1
cokhi24h,8,2.75,25,0,1,0,0,0,0,0,0
vinaranch16 com,11,3.096,18.182,0,0,0,0,0,0,1,1
theuvitinhvinhvan com,17,2.851,0,0,1,0,0,0,0,0,0
vnnews247 biz,9,2.948,33.333,0,1,0,0,0,0,0,1
tongcuchaiquan com,14,3.236,0,0,0,0,0,0,1,0,1
massage-einsiedl de,16,3.156,0,1,0,0,0,0,0,1,1
bdshcm io,6,2.585,0,0,0,0,0,0,0,1,0
vn-tbc info,6,2.585,0,1,0,0,0,0,0,1,1
arttechgroup,12,3.252,0,0,0,0,0,0,0,1,0
lakdlrbhmai com,11,3.096,0,0,0,0,0,0,0,1,1
vaylientay79 com,12,3.252,16.667,0,0,0,0,0,0,1,1
sd1682 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
remitexnet com,10,2.646,0,0,0,0,0,0,0,1,1
la49452 com,7,2.522,71.429,0,0,0,0,0,0,1,1
vn524 xyz,5,2.322,60,0,0,0,0,0,0,1,1
hopma11 com,7,2.522,28.571,0,0,0,0,0,0,1,1
hackvn360 com,9,3.17,33.333,0,0,0,0,0,0,1,1
gecare club,6,2.252,0,0,0,0,0,0,0,1,1
vieitcombank com,12,3.418,0,0,0,0,0,0,0,1,1
rdv999 com,6,1.792,50,0,0,0,0,0,0,1,1
goalonapp com,9,2.503,0,0,0,0,0,0,1,0,1
nasdaqcoin net,10,2.922,0,0,0,0,0,0,0,1,1
nuocvadoisong com,13,3.181,0,0,0,0,0,0,0,1,0
minhchinhdientoan com,17,3.057,0,0,0,0,0,0,1,0,1
amazoncurateb com,13,3.335,0,0,0,0,0,0,0,1,1
ctin,4,2,0,0,1,0,0,0,0,0,0
tinchapnganhang info,15,2.79,0,0,1,0,0,0,0,0,1
bestcarings com,11,3.278,0,0,0,0,0,0,0,1,0
tranquocbao id,11,3.096,0,0,1,0,0,0,0,0,0
iitm edu,4,1.5,0,0,0,0,0,0,0,1,0
maytinhbanbuon com,14,3.182,0,0,1,0,0,0,0,0,0
lactobactintima,15,3.006,0,0,1,0,0,0,0,0,0
abbgle com,6,2.252,0,0,0,0,0,0,0,1,1
sd9314 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
5615610 com,7,1.95,100,0,0,0,0,0,0,1,1
yeutinhtrung com,12,3.085,0,0,1,0,0,0,0,0,0
vcbdaeibink com,11,3.096,0,0,0,0,0,0,1,0,1
vaynhanhonline net,14,2.95,0,0,1,0,0,0,0,0,1
torproject org,10,2.722,0,0,0,0,0,0,0,1,0
flc789 com,6,2.585,50,0,0,0,0,0,0,1,1
hoavanshz edu,9,2.725,0,0,0,0,0,0,0,1,0
happymath edu,9,2.503,0,0,0,0,0,0,0,1,0
benhvientamthanquangnam gov,23,3.323,0,0,0,0,0,0,1,0,0
family ai,6,2.585,0,0,0,0,0,0,0,1,0
shopeecf com,8,2.75,0,0,0,0,0,0,1,0,1
vn-ol info,5,2.322,0,1,0,0,0,0,0,1,1
vandoneza,9,2.725,0,0,0,0,0,0,1,0,0
luatgiabao,10,2.846,0,0,1,0,0,0,0,0,0
lienquan-sukien-garena,22,3.391,0,2,0,0,0,0,0,1,1
hoangtrungnam com,13,3.027,0,0,0,0,0,0,1,0,0
aipcrquebec2010 org,15,3.507,26.667,0,0,0,0,0,0,1,1
sieuthi3d,9,2.948,11.111,0,0,0,0,0,1,0,0
kiera com,5,2.322,0,0,0,0,0,0,0,1,0
chanle43 xyz,8,3,25,0,0,0,0,0,1,0,1
phuquoc24h com,10,2.922,20,0,1,0,0,0,0,0,0
tinhaynhadat,12,2.689,0,0,1,0,0,0,0,0,0
cskh-garena-sms com,15,3.323,0,2,0,0,0,0,0,1,1
clmm999 fun,7,1.842,42.857,0,0,0,0,0,1,0,1
amazon85 com,8,2.75,25,0,0,0,0,0,0,1,1
gentinggroup-five com,17,3.455,0,1,1,0,0,0,0,0,1
barwaaqoo com,9,2.419,0,0,0,0,0,0,0,1,1
sodoviet net,8,2.75,0,0,0,0,0,0,0,1,1
usmaroctrade com,12,3.252,0,0,0,0,1,0,0,0,1
bienbao3a com,9,2.725,11.111,0,1,0,0,0,0,0,0
baodongkhoi,11,3.027,0,0,1,0,0,0,0,0,0
duonglaobantru,14,3.236,0,0,0,0,0,0,1,0,0
nguyengiabao2004 id,16,3.5,25,0,1,0,0,0,0,0,0
ff-menberships-garrena com,22,3.573,0,2,0,0,0,0,0,1,1
shopgamecuta com,12,3.418,0,0,0,0,1,0,0,0,1
n3d8f9 tokyo,6,2.585,50,0,0,0,0,0,0,1,1
murad com,5,2.322,0,0,0,0,0,0,0,1,0
pinetworkmuasam com,15,3.64,0,0,0,0,0,0,0,1,1
thuvienphutho gov,13,3.027,0,0,0,0,0,0,0,1,0
sd3783 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
baoanjsc com,8,2.75,0,0,1,0,0,0,0,0,0
vion com,4,2,0,0,0,0,0,0,0,1,0
ibk co kr,3,1.585,0,0,0,0,0,0,0,1,0
halongstay,10,3.122,0,0,0,0,0,0,1,0,0
dillarshs com,9,2.725,0,0,0,0,0,0,0,1,1
baovethienvuong com,15,3.374,0,0,1,0,0,0,0,0,0
trungtambaohanhbosch net,20,3.446,0,0,1,0,0,0,0,0,0
nguyenmanhhung com,14,2.807,0,0,0,0,0,0,1,0,0
thangmay24h,11,3.096,18.182,0,1,0,0,0,0,0,0
quabaola,8,2.406,0,0,1,0,0,0,0,0,0
ad-guard xyz,8,2.5,0,1,0,0,0,0,0,1,1
bblive2 com,7,2.522,14.286,0,0,0,0,0,0,1,1
emartshopsa com,11,3.096,0,0,0,0,0,0,0,1,1
ittoday gov,7,2.522,0,0,0,0,0,0,0,1,0
gambler,7,2.807,0,0,0,0,0,0,0,1,0
567live tk,7,2.807,42.857,0,0,0,0,0,0,1,1
i999aa com,6,1.459,50,0,0,0,0,0,0,1,1
tintucmoi24h site,12,3.252,16.667,0,1,0,0,0,0,0,1
ebcap vip,5,2.322,0,0,0,0,0,0,0,1,1
uytinthuonghieu,15,3.057,0,0,1,0,0,0,0,0,0
dienanhdaklak gov,13,2.873,0,0,0,0,0,0,0,1,0
saigonbank com,10,2.922,0,0,0,0,0,0,0,1,0
bureauveritas,13,3.085,0,0,0,0,0,0,0,1,0
caodangytebinhdinh edu,18,3.461,0,0,0,0,0,0,1,0,0
giaivang24h com,11,2.914,18.182,0,1,0,0,0,0,0,1
baotayninh,10,2.922,0,0,1,0,0,0,0,0,0
eavujbk com,7,2.807,0,0,0,0,0,0,1,0,1
momo,4,1,0,0,0,0,0,0,0,1,0
goshop vin,6,2.252,0,0,0,0,0,0,0,1,1
bittdog com,7,2.522,0,0,0,0,0,0,0,1,1
lozamax app,7,2.522,0,0,0,0,0,0,1,0,1
cltxmomo live,8,2.5,0,0,0,0,0,0,0,1,1
vat6451 com,7,2.807,57.143,0,0,0,0,0,0,1,1
doremom com,7,2.236,0,0,0,0,0,0,0,1,1
hivero,6,2.585,0,0,0,0,0,0,0,1,0
247bank-ing com,11,3.278,27.273,1,0,0,0,0,0,1,1
donghouytin,11,3.096,0,0,1,0,0,0,0,0,0
vocbm com,5,2.322,0,0,0,0,0,0,0,1,1
giaiphaphaduong com,15,3.057,0,0,0,0,0,0,1,0,1
partybeiwolfgang de,16,3.75,0,0,0,0,0,0,1,0,1
balangth,8,2.75,0,0,0,0,0,0,1,0,0
smtbvn com,6,2.585,0,0,0,0,0,0,0,1,1
vnua edu,4,2,0,0,0,0,0,0,0,1,0
doge-mine net,9,2.948,0,1,0,0,0,0,1,0,1
momo builders,4,1,0,0,0,0,0,0,0,1,1
sieuthimypham,13,3.239,0,0,0,0,0,0,1,0,0
richiecrypto biz,12,3.085,0,0,0,0,0,0,1,0,1
dautruongkyla com,13,3.393,0,0,0,0,0,0,0,1,1
queenlandgroup com,14,3.379,0,0,0,0,0,0,0,1,0
567zz co,5,1.922,60,0,0,0,0,0,0,1,1
ruttiennhanh-nextpay com,20,3.384,0,1,0,0,0,0,0,1,1
js52033325 com,10,2.446,80,0,0,0,0,0,0,1,1
nasanax com,7,1.842,0,0,0,0,0,0,0,1,1
pico-k com,6,2.585,0,1,0,0,0,0,0,1,0
atmonline shop,9,2.948,0,0,1,0,0,0,0,0,1
sandien24h,10,3.122,20,0,1,0,0,0,0,0,0
win456-f com,8,3,37.5,1,0,0,0,0,0,1,1
danchoixehoi edu,12,3.085,0,0,0,0,0,0,1,0,0
grabpay com,7,2.522,0,0,0,0,0,0,0,1,0
taxihatinh com,10,2.522,0,0,1,0,0,0,0,0,0
vn-cb top,5,2.322,0,1,0,0,0,0,0,1,1
wrs3333 com,7,1.664,57.143,0,0,0,0,0,0,1,1
lottehanoi com,10,2.922,0,0,0,0,0,0,0,1,1
thoisuviet,10,2.922,0,0,1,0,0,0,0,0,0
baocongthuong,13,3.027,0,0,1,0,0,0,0,0,0
vx88 online,4,1.5,50,0,0,0,0,0,0,1,1
erawanmoneycash com,15,3.323,0,0,0,0,0,0,0,1,1
wolframalpha com,12,3.022,0,0,0,0,0,0,0,1,0
thongtinhotro net,13,2.661,0,0,1,0,0,0,0,0,1
quanbao com,7,2.522,0,0,1,0,0,0,0,0,0
bacsitinhyeu,12,3.418,0,0,1,0,0,0,0,0,0
comebet xyz,7,2.522,0,0,0,0,1,0,0,0,1
nhatkygiaodich,14,3.379,0,0,0,0,0,0,1,0,0
dientutrongtin,14,2.985,0,0,1,0,0,0,0,0,0
gotiki6 com,7,2.522,14.286,0,0,0,0,0,0,1,1
dulichcotoquangninh,19,3.471,0,0,0,0,0,0,1,0,0
baobigiaphat,12,2.855,0,0,1,0,0,0,0,0,0
huybao com,6,2.585,0,0,1,0,0,0,0,0,0
vimomo me,6,1.918,0,0,0,0,0,0,0,1,1
trungtamchinhtrihoangmai gov,24,3.344,0,0,0,0,0,0,1,0,0
ethersmart info,10,2.722,0,0,0,0,0,0,0,1,1
tinchothue net,10,2.922,0,0,1,0,0,0,0,0,0
youtuber party,8,2.75,0,0,0,0,0,0,0,1,1
sach24h com,7,2.522,28.571,0,1,0,0,0,0,0,0
frame882 com,8,2.75,37.5,0,0,0,0,0,0,1,1
iwin21 vip,6,2.252,33.333,0,0,0,0,0,0,1,1
vieclamvietnam,14,3.093,0,0,0,0,0,0,0,1,0
eximport com,8,3,0,0,0,0,0,0,0,1,0
phoigocaosu com,11,3.027,0,0,0,0,0,0,1,0,0
fpt binhduong,3,1.585,0,0,0,0,0,0,0,1,0
shopee5 xyz,7,2.522,14.286,0,0,0,0,0,1,0,1
tuvanvaynhanhsg com,15,3.006,0,0,0,0,0,0,0,1,1
shoplienquanuytin com,17,3.572,0,0,1,0,0,0,0,0,1
greencharge,11,2.664,0,0,0,0,0,0,0,1,0
goldlion tv,8,2.5,0,0,0,0,0,0,0,1,1
chanle268 com,9,3.17,33.333,0,0,0,0,0,1,0,1
hocphatonline,13,3.239,0,0,1,0,0,0,0,0,0
baovevietan com,11,2.914,0,0,1,0,0,0,0,0,0
kayoko com,6,1.918,0,0,0,0,0,0,0,1,0
tatwood,7,2.236,0,0,0,0,0,0,0,1,0
impulsedepletion top,16,3.328,0,0,0,0,0,0,1,0,1
wweee728 com,8,2.156,37.5,0,0,0,0,0,0,1,1
garennavn com,9,2.419,0,0,0,0,0,0,0,1,1
vn-ct xyz,5,2.322,0,1,0,0,0,0,0,1,1
tradehelpline live,13,3.181,0,0,0,0,1,0,0,0,1
tinhdauthaomoc net,14,3.236,0,0,1,0,0,0,0,0,0
vongquaykiemtien com,16,3.625,0,0,0,0,0,0,1,0,1
apphdbank fun,9,2.725,0,0,0,0,0,0,0,1,1
vtc24h net,6,2.585,33.333,0,1,0,0,0,0,0,1
shopee bio,6,2.252,0,0,0,0,0,0,1,0,1
lawandmore,10,3.122,0,0,0,0,0,0,1,0,0
paperdarkgas top,12,2.855,0,0,0,0,0,0,1,0,1
sd8778 xyz,6,1.918,66.667,0,0,0,0,0,0,1,1
sccons,6,1.918,0,0,0,0,0,0,0,1,0
quaymayman com,10,2.446,0,0,0,0,0,0,1,0,1
lti edu,3,1.585,0,0,0,0,0,0,0,1,0
exclusivecashcoins com,18,3.419,0,0,0,0,0,0,0,1,1
4fvisa,6,2.585,16.667,0,0,0,0,0,0,1,0
vvn68 com,5,1.922,40,0,0,0,0,0,0,1,1
d2x,3,1.585,33.333,0,0,0,0,0,0,1,0
baovetruongphuoc com,16,3.578,0,0,1,0,0,0,0,0,0
vn-z,4,2,0,1,0,0,0,0,0,1,0
baovetoantam com,12,2.855,0,0,1,0,0,0,0,0,0
momox7 me,6,1.918,16.667,0,0,0,0,0,0,1,1
phucbao com,7,2.807,0,0,1,0,0,0,0,0,0
clmmz pro,5,1.922,0,0,0,0,0,0,1,0,1
geophysics gov,10,3.122,0,0,0,0,0,0,1,0,0
drap2q,6,2.585,16.667,0,0,0,0,0,0,1,0
baovebaoan com,10,2.446,0,0,1,0,0,0,0,0,0
siac,4,2,0,0,0,0,0,0,1,0,0
beone,5,1.922,0,0,0,0,0,0,1,0,1
vcbdigtsbink com,12,3.252,0,0,0,0,0,0,1,0,1
cagi,4,2,0,0,0,0,0,0,0,1,0
moonlive bz,8,2.75,0,0,0,0,0,0,0,1,1
tinhtemobile,12,3.085,0,0,1,0,0,0,0,0,0
viva88 com,6,1.918,33.333,0,0,0,0,0,0,1,1
bongchuyennuthongtin com,20,3.241,0,0,1,0,0,0,0,0,0
garenafreefiremembership online,24,3.272,0,0,0,0,0,0,0,1,1
scp gov,3,1.585,0,0,0,0,0,0,0,1,0
hondaotobinhthuan com,17,3.013,0,0,0,0,0,0,0,1,0
baotuyen com,8,3,0,0,1,0,0,0,0,0,0
batam24h com,8,2.75,25,0,1,0,0,0,0,0,0
lazadaj16 com,9,2.642,22.222,0,0,0,0,0,0,1,1
astroshop,9,2.725,0,0,0,0,0,0,0,1,0
felixleather com,12,3.022,0,0,0,0,0,0,0,1,0
wyndhamthanhthuy com,16,3,0,0,0,0,0,0,0,1,0
sgshopee top,8,2.5,0,0,0,0,0,0,1,0,1
httc edu,4,1.5,0,0,0,0,0,0,0,1,0
vinanet com,7,2.522,0,0,0,0,0,0,0,1,0
sabasport com,9,2.725,0,0,0,0,0,0,0,1,1
vinteck com,7,2.807,0,0,0,0,0,0,0,1,0
baovesongbe com,11,2.914,0,0,1,0,0,0,0,0,0
vatgiactvv com,10,2.446,0,0,0,0,0,0,1,0,1
5-95 voto,4,1.5,75,1,0,0,0,0,0,1,1
vaytieudung247 net,14,3.664,21.429,0,0,0,0,0,1,0,1
thuynganhang xyz,12,2.689,0,0,0,0,0,0,1,0,1
clmm app,4,1.5,0,0,0,0,0,0,1,0,1
boluudien24h com,12,3.418,16.667,0,1,0,0,0,0,0,0
hondasaigon,11,2.914,0,0,0,0,0,0,0,1,0
cea edu,3,1.585,0,0,0,0,0,0,0,1,0
mcredit247 top,10,3.322,30,0,0,0,0,0,1,0,1
kinhcuongluchatinh,18,3.308,0,0,1,0,0,0,0,0,0
bitcacao3 net,9,2.725,11.111,0,0,0,0,0,1,0,1
trunggiabao com,11,3.096,0,0,1,0,0,0,0,0,0
hotlive35 net,9,3.17,22.222,0,0,0,0,0,0,1,1
bemmomo online,7,1.842,0,0,0,0,0,0,0,1,1
lse908 com,6,2.585,50,0,0,0,0,0,1,0,1
b3ynxd com,6,2.585,16.667,0,0,0,0,0,0,1,1
ctc edu,3,0.918,0,0,0,0,0,0,0,1,0
thegarenagiare com,14,2.842,0,0,0,0,0,0,1,0,1
libermx com,7,2.807,0,0,0,0,0,0,0,1,1
4youth,6,2.585,16.667,0,0,0,0,0,0,1,0
maron,5,2.322,0,0,0,0,0,0,0,1,0
com-xw top,6,2.585,0,1,0,0,0,0,0,1,1
baohiemxahoi gov,12,2.918,0,0,1,0,0,0,0,0,0
tinhhoada,9,2.725,0,0,1,0,0,0,0,0,0
bqllang gov,7,2.522,0,0,0,0,0,0,1,0,0
sxvwjje cfd,7,2.522,0,0,0,0,0,0,0,1,1
khotailieu edu,10,3.122,0,0,0,0,0,0,1,0,0
mautheu,7,2.522,0,0,0,0,0,0,1,0,0
biztradeuk com,10,3.322,0,0,0,0,1,0,0,0,1
baohanh-samsung,15,3.19,0,1,1,0,0,0,0,0,0
cdhanghai edu,9,2.725,0,0,0,0,0,0,1,0,0
wayfairr top,8,2.5,0,0,0,0,0,0,0,1,1
binhgiang gov,9,2.503,0,0,0,0,0,0,1,0,0
vnh wang,3,1.585,0,0,0,0,0,0,0,1,1
greto,5,2.322,0,0,0,0,0,0,0,1,0
congchung6 gov,10,2.722,10,0,0,0,0,0,0,1,0
bblive vip,6,2.252,0,0,0,0,0,0,0,1,1
corona888 com,9,2.419,33.333,0,0,0,0,0,0,1,1
vip-dienmayxanh com,15,3.507,0,1,0,0,0,0,1,0,1
vaytinchapluong site,15,3.64,0,0,1,0,0,0,0,0,1
uron pw,4,2,0,0,0,0,0,0,0,1,1
thanhnienthethao com,16,2.656,0,0,0,0,0,0,0,1,0
saokenganhangvn com,15,2.923,0,0,0,0,0,0,1,0,1
vf003 com,5,1.922,60,0,0,0,0,0,0,1,1
easy-ec3 xyz,8,2.75,12.5,1,0,0,0,0,0,1,1
lanatrade com,9,2.642,0,0,0,0,1,0,0,0,1
queen79 club,7,2.522,28.571,0,0,0,0,0,0,1,1
ices edu,4,2,0,0,0,0,0,0,0,1,0
kontum edu,6,2.585,0,0,0,0,0,0,0,1,0
benhvienthuongtin,17,3.146,0,0,1,0,0,0,0,0,0
sd3766 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
perfectcoin cc,11,3.096,0,0,0,0,0,0,1,0,1
coinbaseapp9 com,12,3.252,8.333,0,0,0,0,0,1,0,1
ub546 cn,5,2.322,60,0,0,0,0,0,0,1,1
henho bio,5,1.922,0,0,0,0,0,0,1,0,1
th10012 com,7,2.236,71.429,0,0,0,0,0,0,1,1
vnsh1023 com,8,3,50,0,0,0,0,0,0,1,1
kholanhhanoi,12,2.689,0,0,0,0,0,0,0,1,0
567vv co,5,1.922,60,0,0,0,0,0,0,1,1
cdspkt edu,6,2.585,0,0,0,0,0,0,0,1,1
banktopvn online,9,2.948,0,0,0,0,0,0,0,1,1
